PUBLICATION_DATE,TAXA_ID,TARGET_TAXON,PHYLUM,CLASS,SUBCLASS,ORDER,SUBORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,SUBSPECIES,CLADOCERA_SIZE,NET_SIZECLS_NEW,FFG
12/9/2021,1343,MONOMMATA SP.,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,MONOMMATA,,,,FINE,OMNI
12/9/2021,1344,MONOMMATA VIRIDIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,MONOMMATA,VIRIDIS,,,FINE,OMNI
12/9/2021,1345,MONOSTYLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,,,,FINE,HERB
12/9/2021,1346,MONOSTYLA BULLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,BULLA,,,FINE,HERB
12/9/2021,1347,MONOSTYLA CLOSTEROCERCA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,CLOSTEROCERCA,,,FINE,HERB
12/9/2021,1348,MONOSTYLA COPEIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,COPEIS,,,FINE,HERB
12/9/2021,1349,MONOSTYLA CORNUTA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,CORNUTA,,,FINE,HERB
12/9/2021,1350,MONOSTYLA CRENATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,CRENATA,,,FINE,HERB
12/9/2021,1351,MONOSTYLA HAMATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,HAMATA,,,FINE,HERB
12/9/2021,1352,MONOSTYLA LUNARIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,LUNARIS,,,FINE,HERB
12/9/2021,1353,MONOSTYLA MURRAYI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,MURRAYI,,,FINE,HERB
12/9/2021,1354,MONOSTYLA PYRIFORMIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,PYRIFORMIS,,,FINE,HERB
12/9/2021,1355,MONOSTYLA QUADRIDENTATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,QUADRIDENTATA,,,FINE,HERB
12/9/2021,1356,MONOSTYLA SCUTATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,SCUTATA,,,FINE,HERB
12/9/2021,1357,MONOSTYLA SPINULIFERA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,SPINULIFERA,,,FINE,HERB
12/9/2021,1358,MONOSTYLA STENROOSI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,STENROOSI,,,FINE,HERB
12/9/2021,1359,MYSIDAE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,MYSIDA,,MYSIDAE,,,,,,COARSE,HERB
12/9/2021,1360,MYTILINA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,,,,,HERB
12/9/2021,1361,MYTILINA BISULCATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,BISULCATA,,,FINE,HERB
12/9/2021,1362,MYTILINA CRASSIPES,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,CRASSIPES,,,FINE,HERB
12/9/2021,1363,MYTILINA MACROCERCA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,MACROCERCA,,,FINE,HERB
12/9/2021,1364,MYTILINA MUCRONATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,MUCRONATA,,,FINE,HERB
12/9/2021,1365,MYTILINA TRIGONA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,TRIGONA,,,FINE,HERB
12/9/2021,1366,MYTILINA VENTRALIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,VENTRALIS,,,FINE,HERB
12/9/2021,1367,MYTILINA VENTRALIS BREVISPINUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,VENTRALIS,BREVISPINUS,,FINE,HERB
12/9/2021,1368,MYTILINA VENTRALIS MACRACANTHA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,VENTRALIS,MACRACANTHA,,FINE,HERB
12/9/2021,1369,NEOERGASILUS JAPONICUS,ARTHROPODA,MAXILLOPODA,COPEPODA,POECILOSTOMATOIDA,,ERGASILIDAE,,NEOERGASILUS,JAPONICUS,,,COARSE,OMNI
12/9/2021,1370,NOTHOLCA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,,,,FINE,HERB
12/9/2021,1371,NOTHOLCA ACUMINATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,ACUMINATA,,,FINE,HERB
12/9/2021,1372,NOTHOLCA ACUMINATA EXTENSA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,ACUMINATA,EXTENSA,,FINE,HERB
12/9/2021,1373,NOTHOLCA CAUDATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,CAUDATA,,,FINE,HERB
12/9/2021,1374,NOTHOLCA LABIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,LABIS,,,FINE,HERB
12/9/2021,1375,NOTHOLCA LAURENTIAE,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,LAURENTIAE,,,FINE,HERB
12/9/2021,1376,NOTHOLCA MICHIGANENSIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,MICHIGANENSIS,,,FINE,HERB
12/9/2021,1377,NOTHOLCA SQUAMULA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,SQUAMULA,,,FINE,HERB
12/9/2021,1378,NOTOMMATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,NOTOMMATA,,,,,OMNI
12/9/2021,1379,NOTOMMATA CYRTOPUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,NOTOMMATA,CYRTOPUS,,,FINE,OMNI
12/9/2021,1380,NOTOMMATIDAE,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,,,,,FINE,OMNI
12/9/2021,1381,ONYCHODIAPTOMUS BIRGEI,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,ONYCHODIAPTOMUS,BIRGEI,,,COARSE,HERB
12/9/2021,1382,ONYCHODIAPTOMUS HESPERUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,ONYCHODIAPTOMUS,HESPERUS,,,COARSE,HERB
12/9/2021,1383,ONYCHODIAPTOMUS SANGUINEUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,ONYCHODIAPTOMUS,SANGUINEUS,,,COARSE,HERB
12/9/2021,1384,OPHRYOXUS GRACILIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,OPHRYOXUS,GRACILIS,,SMALL,COARSE,HERB
12/9/2021,1385,ORTHOCYCLOPS MODESTUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,ORTHOCYCLOPS,MODESTUS,,,COARSE,OMNI
12/9/2021,1386,OSTRACODA,ARTHROPODA,OSTRACODA,,,,,,,,,,COARSE,
12/9/2021,1387,OXYURELLA BREVICAUDIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,OXYURELLA,BREVICAUDIS,,SMALL,COARSE,HERB
12/9/2021,1388,PARACYCLOPS CHILTONI,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,PARACYCLOPS,CHILTONI,,,COARSE,HERB
12/9/2021,1389,PECTINARIIDAE,ANNELIDA,POLYCHAETA,PALPATA,CANALIPALPATA,TEREBELLIDA,PECTINARIIDAE,,,,,,FINE,
12/9/2021,1390,PHYLLODOCIDAE,ANNELIDA,POLYCHAETA,PALPATA,ACICULATA,,PHYLLODOCIDA,,,,,,FINE,
12/9/2021,1391,PICRIPLEUROXUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,PICRIPLEUROXUS,,,SMALL,COARSE,HERB
12/9/2021,1392,PICRIPLEUROXUS DENTICULATUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,PICRIPLEUROXUS,DENTICULATUS,,SMALL,COARSE,HERB
12/9/2021,1393,PICRIPLEUROXUS STRIATUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,PICRIPLEUROXUS,STRIATUS,,SMALL,COARSE,HERB
12/9/2021,1394,PLATYIAS PATULUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,PLATYIAS,PATULUS,,,FINE,UNK
12/9/2021,1395,PLATYIAS QUADRICORNIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,PLATYIAS,QUADRICORNIS,,,FINE,HERB
12/9/2021,1396,PLEUROXUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,PLEUROXUS,,,SMALL,COARSE,HERB
12/9/2021,1397,PLEUROXUS ADUNCUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,PLEUROXUS,ADUNCUS,,SMALL,COARSE,HERB
12/9/2021,1398,PLEUROXUS DENTICULATUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,PLEUROXUS,DENTICULATUS,,SMALL,COARSE,HERB
12/9/2021,1399,PLEUROXUS PROCURVUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,PLEUROXUS,PROCURVUS,,SMALL,COARSE,HERB
12/9/2021,1400,PLOESOMA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,PLOESOMA,,,,FINE,PRED
12/9/2021,1401,PLOESOMA HUDSONI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,PLOESOMA,HUDSONI,,,FINE,PRED
12/9/2021,1402,PLOESOMA LENTICULARE,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,PLOESOMA,LENTICULARE,,,FINE,PRED
12/9/2021,1403,PLOESOMA TRUNCATUM,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,PLOESOMA,TRUNCATUM,,,FINE,PRED
12/9/2021,1404,POLYARTHRA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,POLYARTHRA,,,,FINE,OMNI
12/9/2021,1405,POLYARTHRA DOLICHOPTERA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,POLYARTHRA,DOLICHOPTERA,,,FINE,OMNI
12/9/2021,1406,POLYARTHRA EURYPTERA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,POLYARTHRA,EURYPTERA,,,FINE,OMNI
12/9/2021,1407,POLYARTHRA MAJOR,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,POLYARTHRA,MAJOR,,,FINE,OMNI
12/9/2021,1408,POLYARTHRA REMATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,POLYARTHRA,REMATA,,,FINE,OMNI
12/9/2021,1409,POLYARTHRA VULGARIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,POLYARTHRA,VULGARIS,,,FINE,OMNI
12/9/2021,1410,POLYCHAETA,ANNELIDA,POLYCHAETA,,,,,,,,,,COARSE,
12/9/2021,1411,POLYPHEMUS PEDICULUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,POLYPHEMIDAE,,POLYPHEMUS,PEDICULUS,,SMALL,COARSE,PRED
12/9/2021,1412,POMPHOLYX SULCATA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,POMPHOLYX,SULCATA,,,FINE,HERB
12/9/2021,1413,PROALES,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,PROALIDAE,,PROALES,,,,FINE,OMNI
12/9/2021,1414,PROALES THEODORA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,PROALIDAE,,PROALES,THEODORA,,,FINE,OMNI
12/9/2021,1415,PROALIDAE,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,PROALIDAE,,,,,,FINE,OMNI
12/9/2021,1416,PROALIDES TENTACULATUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EPIPHANIDAE,,PROALIDES,TENTACULATUS,,,,OMNI
12/9/2021,1417,PSEUDOCHYDORUS GLOBOSUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,PSEUDOCHYDORUS,GLOBOSUS,,SMALL,COARSE,OMNI
12/9/2021,1418,PSEUDODIAPTOMUS FORBESI,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,PSEUDODIAPTOMIDAE,,PSEUDODIAPTOMUS,FORBESI,,,COARSE,HERB
12/9/2021,1419,PSEUDOSIDA BIDENTATA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,SIDIDAE,,PSEUDOSIDA,BIDENTATA,,LARGE,COARSE,HERB
12/9/2021,1420,PTYGURA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FLOSCULARIIDAE,,PTYGURA,,,,FINE,HERB
12/9/2021,1421,PTYGURA BRACHIATA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FLOSCULARIIDAE,,PTYGURA,BRACHIATA,,,FINE,HERB
12/9/2021,1422,PTYGURA LIBERA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FLOSCULARIIDAE,,PTYGURA,LIBERA,,,FINE,HERB
12/9/2021,1423,ROTARIA,ROTIFERA,EUROTATORIA,BDELLOIDEA,,,PHILODINIDAE,,ROTARIA,,,,FINE,HERB
12/9/2021,1424,ROTARIA NEPTUNIA,ROTIFERA,EUROTATORIA,BDELLOIDEA,,,PHILODINIDAE,,ROTARIA,NEPTUNIA,,,FINE,HERB
12/9/2021,1425,ROTARIA SOCIALIS,ROTIFERA,EUROTATORIA,BDELLOIDEA,,,PHILODINIDAE,,ROTARIA,SOCIALIS,,,FINE,HERB
12/9/2021,1426,ROTIFERA,ROTIFERA,,,,,,,,,,,FINE,UNK
12/9/2021,1427,SCAPHOLEBERIS KINGI,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,SCAPHOLEBERIS,KINGI,,SMALL,COARSE,HERB
12/9/2021,1428,SCAPHOLEBERIS MUCRONATA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,SCAPHOLEBERIS,MUCRONATA,,SMALL,COARSE,HERB
12/9/2021,1429,SCARIDIUM LONGICAUDUM,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SCARIDIIDAE,,SCARIDIUM,LONGICAUDUM,,,FINE,UNK
12/9/2021,1430,SIDA CRYSTALLINA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,SIDIDAE,,SIDA,CRYSTALLINA,,LARGE,COARSE,HERB
12/9/2021,1431,SIMOCEPHALUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,SIMOCEPHALUS,,,LARGE,COARSE,HERB
12/9/2021,1432,SIMOCEPHALUS SERRULATUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,SIMOCEPHALUS,SERRULATUS,,LARGE,COARSE,HERB
12/9/2021,1433,SIMOCEPHALUS VETULUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,SIMOCEPHALUS,VETULUS,,LARGE,COARSE,HERB
12/9/2021,1434,SINANTHERINA SEMIBULLATA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FLOSCULARIIDAE,,SINANTHERINA,SEMIBULLATA,,,FINE,HERB
12/9/2021,1435,SINOCALANUS DOERRI,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,CENTROPAGIDAE,,SINOCALANUS,DOERRI,,,COARSE,HERB
12/9/2021,1436,SKISTODIAPTOMUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,,,,COARSE,HERB
12/9/2021,1437,SKISTODIAPTOMUS CAROLINENSIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,CAROLINENSIS,,,COARSE,HERB
12/9/2021,1438,SKISTODIAPTOMUS MISSISSIPPIENSIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,MISSISSIPPIENSIS,,,COARSE,HERB
12/9/2021,1439,SKISTODIAPTOMUS OREGONENSIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,OREGONENSIS,,,COARSE,HERB
12/9/2021,1440,SKISTODIAPTOMUS PALLIDUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,PALLIDUS,,,COARSE,HERB
12/9/2021,1441,SKISTODIAPTOMUS PYGMAEUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,PYGMAEUS,,,COARSE,HERB
12/9/2021,1442,SKISTODIAPTOMUS REIGHARDI,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,REIGHARDI,,,COARSE,HERB
12/9/2021,1443,SKISTODIAPTOMUS SINUATUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,SINUATUS,,,COARSE,HERB
12/9/2021,1444,SQUATINELLA MUTICA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LEPADELLIDAE,,SQUATINELLA,MUTICA,,,FINE,HERB
12/9/2021,1445,SQUATINELLA ROSTRUM ROSTRUM,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LEPADELLIDAE,,SQUATINELLA,ROSTRUM,ROSTRUM,,FINE,HERB
12/9/2021,1446,STREBLOCERUS SERRICAUDATUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,STREBLOCERUS,SERRICAUDATUS,,LARGE,COARSE,HERB
12/9/2021,1447,SYNCHAETA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,,,,FINE,PRED
12/9/2021,1448,SYNCHAETA BICORNIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,BICORNIS,,,FINE,PRED
12/9/2021,1449,SYNCHAETA KITINA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,KITINA,,,FINE,PRED
12/9/2021,1450,SYNCHAETA LAKOWITZIANA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,LAKOWITZIANA,,,FINE,PRED
12/9/2021,1451,SYNCHAETA LONGIPES,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,LONGIPES,,,FINE,PRED
12/9/2021,1452,SYNCHAETA OBLONGA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,OBLONGA,,,FINE,PRED
12/9/2021,1453,SYNCHAETA PECTINATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,PECTINATA,,,FINE,PRED
12/9/2021,1454,SYNCHAETA STYLATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,SYNCHAETA,STYLATA,,,FINE,PRED
12/9/2021,1455,TESTUDINELLA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,TESTUDINELLA,,,,FINE,HERB
12/9/2021,1456,TESTUDINELLA MUCRONATA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,TESTUDINELLA,MUCRONATA,,,FINE,HERB
12/9/2021,1457,TESTUDINELLA PARVA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,TESTUDINELLA,PARVA,,,FINE,HERB
12/9/2021,1458,TESTUDINELLA PARVA PARVA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,TESTUDINELLA,PARVA,PARVA,,FINE,HERB
12/9/2021,1459,TESTUDINELLA PATINA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,TESTUDINELLA,PATINA,,,FINE,HERB
12/9/2021,1460,TESTUDINELLA TRIDENTATA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,TESTUDINELLA,TRIDENTATA,,,FINE,HERB
12/9/2021,1461,TREMATODA,PLATYHELMINTHES,TREMATODA,,,,,,,,,,COARSE,
12/9/2021,1462,TRICHOCERCA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,,,,FINE,PRED
12/9/2021,1463,TRICHOCERCA BICRISTATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,BICRISTATA,,,FINE,PRED
12/9/2021,1464,TRICHOCERCA CAPUCINA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,CAPUCINA,,,FINE,PRED
12/9/2021,1465,TRICHOCERCA COLLARIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,COLLARIS,,,FINE,PRED
12/9/2021,1466,TRICHOCERCA CYLINDRICA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,CYLINDRICA,,,FINE,PRED
12/9/2021,1467,TRICHOCERCA DIXON-NUTTALLI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,DIXON-NUTTALLI,,,FINE,PRED
12/9/2021,1468,TRICHOCERCA ELONGATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,ELONGATA,,,FINE,PRED
12/9/2021,1469,TRICHOCERCA FLAGELLATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,FLAGELLATA,,,FINE,PRED
12/9/2021,1470,TRICHOCERCA GRACILIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,GRACILIS,,,FINE,PRED
12/9/2021,1471,TRICHOCERCA INERMIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,INERMIS,,,FINE,PRED
12/9/2021,1472,TRICHOCERCA LATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,LATA,,,FINE,PRED
12/9/2021,1473,TRICHOCERCA LONGISETA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,LONGISETA,,,FINE,PRED
12/9/2021,1474,TRICHOCERCA MOLLIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,MOLLIS,,,,PRED
12/9/2021,1475,TRICHOCERCA MUCOSA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,MUCOSA,,,FINE,PRED
12/9/2021,1476,TRICHOCERCA MULTICRINIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,MULTICRINIS,,,FINE,PRED
12/9/2021,1477,TRICHOCERCA MUSCULUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,MUSCULUS,,,,PRED
12/9/2021,1478,TRICHOCERCA PORCELLUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,PORCELLUS,,,FINE,PRED
12/9/2021,1479,TRICHOCERCA PUSILLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,PUSILLA,,,FINE,PRED
12/9/2021,1480,TRICHOCERCA RATTUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,RATTUS,,,FINE,PRED
