Lake_ID,Ergasilus.spp.,harpacticoid,ostracod,Daphnia.ambigua,Daphnia.catawba,Daphnia.dentifera,Daphnia.galeata.mendotae,Daphnia.longiremis,Daphnia.parvula,Daphnia.pulicaria,Daphnia.retrocurva,Daphnia.thorata,Daphnia.spp.,Acanthocyclops.robustus,Acanthocyclops.sp.,Cyclops.scutifer,Diacyclops.thomasi,Eucyclops.elegans,Eucyclops.pectinifer,Eucyclops.spp.,Mesocyclops.edax,Microcyclops.spp.,Orthocyclops.modestus,Tropocyclops.prasinus,cyclopoid.copepodid,Aglaodiaptomus.leptopus,Aglaodiaptomus.spatulocrenatus,Epischura.lacustris,Epischura.nevadensis,Epischura.spp.,Leptodiaptomus.ashlandi,Leptodiaptomus.minutus,Leptodiaptomus.nudus,Leptodiaptomus.sicilis,Leptodiaptomus.siciloides,Limnocalanus.macrurus,Onychodiaptomus.singuienus,Senecella.calanoides,Skistodiaptomus.oregonensis,Skistodiaptomus.pallidus,Skistodiaptomus.pygmaeus,Skistodiaptomus.reighardi,Skistodiaptomus.spp.,calanoid.copepodid,Acroperus.harpae,Alona.affinis,Alona.costata,Alona.guttata,Alona.spp.,Alonella.nana,Bosmina.longirostris,Camptocercus.spp.,Ceriodaphnia.lacustris,Ceriodaphnia.spp.,Chydorus.sphaericus,Diaphanosoma.birgei,Diaphanosoma.brachyurum,Diaphanosoma.spp.,Eubosmina.coregoni,Eubosmina.longispina,Eubosmina.tubicen,Holopedium.glacialis,Macrothrix.sp.,Picripleuroxus.denticulatus,Pleuroxus.procurvus,Polyphemus.pediculus,Sida.crystallina,Simocephalus.spp.,Daphnia.dubia,Daphnia.magna,Daphnia.similis,Diacyclops.navus,Macrocyclops.albidus,Mesocyclops.americanus,Acanthodiaptomus.denticornis,Aglaodiaptomus.clavipes,Aglaodiaptomus.forbesi,Epischura.nordenskioldi,Hesperodiaptomus.arcticus,Hesperodiaptomus.eiseni,Hesperodiaptomus.nevadensis,Hesperodiaptomus.spp.,Leptodiaptomus.pribilofensis,Leptodiaptomus.tyrrelli,Alona.intermedia,Alona.quadrangularis,Alonella.acutirostris,Ceriodaphnia.quadrangula,Dunhevedia.crassa,Eubosmina.spp.,Graptoleberis.testudinaria,Ilyocryptus.spp.,Latona.sp.,Moina.spp.,Cyclops.columbianus,Daphnia.middendorffiana,Eurycercus.spp.,Hesperodiaptomus.franciscanus,Hesperodiaptomus.kenai,Heterocope.septentrionalis,Onychodiaptomus.hesperus,Scapholeberis.spp.
07-225,0,0,0,0,0,0,0,0,0,0,0,0,"6,977,320,277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,178,072,645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,265,567,927",0,0,0,0,"1,721,977,301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-226,0,0,0,0,0,0,0,0,0,0,0,0,"1,111,556,219",0,0,0,0,0,0,0,"1,402,104,322",0,0,0,0,0,"3,930,180,717",0,0,0,0,"159,519,545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,407,476",0,0,0,0,0,0,"63,136,615",0,"1,575,466,082",0,0,"1,065,487,993",0,"7,280,886,072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-228,0,0,0,0,0,0,0,0,0,0,0,0,"298,021,324",0,0,0,0,0,0,0,0,0,0,"661,421,776",0,0,0,0,0,0,0,"1,095,989,057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"332,939,694",0,0,"18,245,391",0,"39,887,506",0,0,0,0,"302,046,554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-229,0,0,0,0,0,0,0,0,0,"1,830,644,733",0,0,0,"3,290,331,143",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,938,588,044",0,0,0,"9,001,293,171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"728,148,634",0,0,"116,251,118","329,555,606",0,"92,481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-230,0,0,0,0,"3,763,581,971",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,206,671,758",0,"1,756,021,876",0,0,0,0,0,0,0,0,0,0,"1,094,411,451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,396,925,907",0,0,0,0,"601,301,455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-231,0,0,0,0,"1,737,152,805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,323,195,506",0,0,0,0,0,"6,251,806,716","1,159,923,414",0,0,0,"1,579,781,496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"494,762,817",0,0,0,"3,703,437,749","8,227,849,575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-232,0,0,0,0,0,0,0,0,0,"1,329,059,374",0,0,0,0,0,0,0,0,0,0,"496,042,807",0,0,"17,601,327",0,0,0,"4,368,748,231",0,0,0,"5,679,257,337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,032,029",0,0,0,0,"1,534,411,439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-233,0,0,0,0,"5,437,923,786",0,0,0,0,"9,057,550,772",0,0,0,0,0,0,0,0,0,0,"3,063,579,222",0,0,0,0,0,0,"129,267,218",0,0,0,"5,228,665,989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"106,604,743",0,0,0,"346,478,558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-234,0,0,0,0,0,0,0,0,0,"1,133,809,781",0,0,0,0,0,0,0,0,0,0,"7,478,580,178",0,0,0,0,0,0,0,0,0,0,"1,310,670,191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-235,0,0,0,0,"2,566,537,071",0,0,0,0,"1,655,190,074",0,0,0,0,0,"607,405,413",0,0,0,0,0,0,0,0,0,0,0,"2,341,696,577",0,0,0,"424,914,701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,650,707,356",0,0,"327,929,039",0,"58,376,445",0,0,0,0,"882,803,863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-236,0,0,0,"265,610,398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,815,916,092",0,0,0,0,0,0,0,0,0,0,"748,726,522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,249,771","11,990,649",0,"156,564,077",0,0,0,"557,161,436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-237,0,0,0,0,0,0,0,0,0,0,0,0,"1,568,133,457",0,0,0,0,0,0,0,"3,518,699,532",0,0,0,0,0,0,0,0,0,0,"5,629,073,644",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,"2,633,098,673",0,0,0,0,0,"3,572,902,325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,455,973,501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"470,916,592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-239,0,0,"2,939,226",0,0,0,"6,390,241,182",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,244,447,087",0,0,0,0,0,0,0,0,"296,674,394",0,"2,413,322,504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,653,024,119",0,0,0,"58,638,086",0,"32,008,078",0,0,"643,055,332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-240,"10,859,588",0,"16,307,057",0,0,0,0,0,0,0,0,0,"203,539,557",0,0,0,0,0,0,0,0,0,0,"335,938,967",0,0,0,0,0,0,0,"99,422,798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"590,762,438",0,0,0,"40,478,963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-241,0,0,"271,633,679",0,0,0,0,0,0,"1,412,725,239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,122,062,404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-242,0,0,0,0,0,0,0,0,0,"8,068,862,037",0,0,0,0,0,0,0,0,0,0,"2,141,748,821",0,0,0,0,0,0,"1,188,240,437",0,0,0,"5,167,781,098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,225,806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-243,0,0,0,0,0,0,0,0,0,0,"1,359,971,987",0,0,0,0,"1,631,261,407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,184,277,003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,727,929,253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-244,0,0,0,0,0,0,0,0,0,0,"524,342,198",0,0,0,0,0,0,0,"104,516,157",0,"855,598,408",0,0,"97,822,182",0,0,0,0,0,0,0,"1,497,130,937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,145,124,462",0,0,0,0,0,"2,768,217,233",0,0,"384,951,563","9,482,340,274","3,440,529,497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-245,0,0,0,0,0,0,0,0,0,"2,942,230,228",0,0,0,0,0,0,0,0,0,0,"2,684,086,139",0,0,"826,032,794",0,0,0,0,0,0,0,"2,544,795,435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,108,886",0,0,0,"280,348,635","1,186,521,775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-246,0,0,"3,840,471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"472,490,586",0,0,"2,281,386,801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,702,205,937",0,0,"4,168,499,284","39,939,934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,876,406,655",0,0,"8,051,755",0,0,"1,965,937,577",0,"5,507,151,916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"415,153,246",0,0,0,0,0,"5,929,929",0,0,"17,023,282","19,501,086","367,042,721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,046,321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,833,423,242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-250,0,0,0,0,0,0,0,0,0,0,"2,528,822,498",0,0,0,0,0,0,0,0,0,"1,476,481,423",0,0,"2,070,533,882",0,0,0,0,0,0,0,"5,268,830,178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,148,106,074",0,0,"54,091,845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"176,185,544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,509,727,413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-252,0,0,0,0,0,0,"1,115,881,167",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,486,984,669",0,0,"802,768,528",0,0,0,0,0,0,0,"8,801,391,435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"230,406,988",0,0,"526,697,401",0,0,"536,596,134",0,0,0,"37,465,858","80,016,005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-097,0,0,"53,803,944",0,0,0,0,0,0,0,"2,039,798,826",0,0,0,0,0,0,0,0,0,"7,984,907,375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,132,479,728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,344,096,245",0,"362,403,479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-118,0,0,"281,417,609",0,0,0,"9,727,664,689",0,0,0,"1,154,049,798",0,0,"7,674,716,727",0,0,0,0,0,0,"8,257,088,434",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,514,869,345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,337,629,635","3,482,744,726",0,"1,678,263,293",0,"2,549,697,024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-120,0,0,"8,668,201",0,0,0,0,0,0,0,0,0,"397,661,342",0,0,0,0,0,0,0,"808,554,937",0,0,"1,775,361,564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"856,009,201",0,0,0,0,0,0,0,0,0,0,0,"1,046,843,418",0,0,"267,146,593",0,0,"100,130,175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-134,0,0,"213,329,664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,771,403,963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"658,968,147",0,0,0,0,0,0,0,0,0,0,0,"6,190,802,668",0,0,"1,071,538,511","2,060,783,884","2,051,100,362",0,0,0,0,0,0,"35,479,542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-135,0,0,0,0,0,0,0,0,0,"622,861,501","6,212,473,899",0,0,0,0,0,"2,648,306,038",0,0,0,"2,613,368,136",0,0,"535,175,752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,176,064,764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,930,631,421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-138,"564,295,247",0,0,0,0,0,"1,329,242,919",0,0,0,"3,994,244,028",0,0,0,0,0,"489,400,579",0,0,0,"4,639,887,453",0,0,"1,692,905,599",0,0,0,0,0,0,0,"3,503,757,359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"834,376,599",0,0,"61,795,953","1,547,119,672",0,"558,258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,207,540,033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,576,226,323",0,0,"607,267,941","203,730,574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-144,0,0,0,0,0,0,"8,922,684,686",0,0,"1,667,521,086",0,0,0,"34,367,969",0,0,0,0,0,0,"4,530,774,671",0,0,"102,528,734",0,0,0,"767,796,063",0,0,0,0,0,0,0,"1,506,074,897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"144,568,965",0,0,0,0,0,"202,204,968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-145,0,0,0,0,0,0,0,0,0,"2,088,887,814",0,0,0,0,0,0,0,0,0,0,0,0,0,"136,068,946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,015,066,075",0,0,0,0,0,0,0,0,0,0,0,"311,366,476",0,0,0,0,0,0,0,0,"26,267,172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-147,0,0,"81,972,414",0,0,0,"1,827,120,913",0,0,0,"3,599,524,742",0,0,0,0,0,0,0,0,0,"1,320,472,693",0,0,"4,786,463,446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,994,737,488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,003,445,024",0,0,0,0,"116,885,522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-151,0,0,0,0,0,0,"1,237,867,263",0,0,0,"9,424,016,771",0,0,"3,731,431,574",0,0,"2,526,633,081",0,0,0,"106,730,673",0,0,"182,772,743",0,0,0,0,0,0,0,"682,741,767",0,0,0,"1,549,484,183",0,0,"2,249,693,972",0,0,0,0,0,0,0,0,0,0,0,"308,667,395",0,0,0,0,0,"1,806,649,695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-153,0,0,0,"4,805,632,183",0,0,0,0,0,0,"8,707,114,127",0,0,0,0,0,"4,595,028,243",0,0,0,"4,588,137,066",0,0,"296,826,385",0,0,0,0,0,0,0,"3,127,971,469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"458,091,902",0,0,"2,440,573,994","205,797,533",0,"2,371,727,712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-154,0,0,0,"1,174,663,834",0,0,0,0,0,0,"1,164,399,208",0,0,0,0,0,"1,382,528,416",0,0,0,"4,353,806,434",0,0,"1,299,373,297",0,0,0,0,0,0,0,"5,304,130,052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"745,096,752",0,0,0,0,"451,143,503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,642,980,292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"388,513,502",0,0,0,0,0,0,"826,692,047",0,"2,141,530,895",0,"748,346,881",0,"552,838,662",0,0,0,0,"585,132,203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-160,"104,984,606",0,0,0,0,0,0,0,0,0,"8,601,716,027",0,0,0,0,0,0,0,0,0,"2,056,198,086",0,0,"626,846,468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"142,656,173",0,0,0,0,0,0,0,0,0,0,0,"2,671,669,409",0,0,"527,377,922","1,088,996","1,436,972,732",0,0,"137,504,491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-162,0,0,0,0,0,0,0,0,0,0,"120,346,696",0,0,0,0,0,0,0,0,0,0,0,0,0,"8,101,311,195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"233,507,628",0,0,0,0,0,0,"3,544,055,824",0,0,"49,759,269",0,0,"71,139,522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-163,0,0,"10,400,812",0,0,0,"1,320,362,369",0,0,0,"1,444,476,735",0,0,0,0,0,0,0,0,0,"1,261,109,401",0,0,"38,339,298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"431,054,322",0,0,0,0,0,0,0,0,0,0,0,"1,416,176,954",0,0,"3,947,960,154","7,066,112,274",0,"268,922,528",0,"150,385,221",0,0,"508,308,553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-164,0,0,"1,563,342",0,0,0,"6,472,351,415",0,0,"5,220,371,245","1,271,362,065",0,0,0,0,0,0,0,0,0,"9,960,125,238",0,0,"122,005,052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,270,360,671",0,0,0,0,0,0,"86,674,744",0,0,"1,036,328,208","1,608,280,003",0,"3,353,387,819",0,"253,395,346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-168,0,0,"8,520,275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,438,382,714",0,0,"1,481,044,201",0,0,0,0,0,0,0,"378,649,898",0,0,0,0,0,0,"3,336,747,073",0,0,0,0,0,0,0,0,0,0,0,"437,502,711","33,969,203",0,0,0,0,"498,003,059",0,0,0,0,"262,583,026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-169,"69,658,227",0,0,0,0,0,"2,063,826,071",0,0,0,"39,580,291",0,0,0,0,0,0,0,0,0,"993,737,606",0,0,"1,339,936,909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,142,726,782",0,0,0,0,0,"40,755,693",0,0,0,0,0,0,0,0,"25,641,801","210,100,947","3,565,901",0,0,"4,856,269,256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-170,0,0,0,0,0,0,"3,014,909,113",0,0,0,0,0,0,0,0,0,0,0,0,0,"211,039,209",0,0,"1,793,891,571",0,0,0,0,0,0,0,"4,955,329,193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,808,843,218",0,"3,266,891,005",0,0,0,"2,980,126,572",0,0,"6,288,847,073",0,"3,569,870,793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-175,0,0,"1,514,082",0,0,0,"1,136,665,345",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,419,333,414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,634,899,588",0,0,0,0,0,0,0,0,0,0,0,"594,096",0,0,"16,747,006","101,987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-177,0,0,"38,167,962",0,0,0,0,0,0,0,0,0,0,0,0,0,"372,401,314",0,0,0,"9,024,937,723",0,0,"240,577,411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,483,106,174",0,0,0,0,0,0,0,0,0,0,0,"42,662,238",0,0,0,"831,557,174",0,"265,883,448",0,"225,487,103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-179,0,0,0,0,0,0,"4,245,002,451",0,0,0,0,0,0,0,0,0,0,0,0,0,"505,583,301",0,9,0,0,0,0,0,0,0,0,0,0,0,"7,487,605,953",0,0,0,"1,213,093,687",0,0,0,0,0,0,0,0,0,0,0,"248,462,381",0,"574,242,897",0,"3,916,682,876",0,0,2,"6,736,084,696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
