Lake_ID;Ergasilus.spp.;harpacticoid;Daphnia.ambigua;Daphnia.catawba;Daphnia.dentifera;Daphnia.dubia;Daphnia.galeata.mendotae;Daphnia.longiremis;Daphnia.magna;Daphnia.middendorffiana;Daphnia.parvula;Daphnia.pulicaria;Daphnia.retrocurva;Daphnia.similis;Daphnia.thorata;Daphnia.spp.;Acanthocyclops.robustus;Acanthocyclops.sp.;Cyclops.columbianus;Cyclops.scutifer;Diacyclops.navus;Diacyclops.thomasi;Eucyclops.elegans;Eucyclops.pectinifer;Eucyclops.spp.;Macrocyclops.albidus;Mesocyclops.americanus;Mesocyclops.edax;Microcyclops.spp.;Orthocyclops.modestus;Tropocyclops.prasinus;cyclopoid.copepodid;Acanthodiaptomus.denticornis;Aglaodiaptomus.clavipes;Aglaodiaptomus.forbesi;Aglaodiaptomus.leptopus;Aglaodiaptomus.spatulocrenatus;Epischura.lacustris;Epischura.nevadensis;Epischura.nordenskioldi;Epischura.spp.;Hesperodiaptomus.arcticus;Hesperodiaptomus.eiseni;Hesperodiaptomus.franciscanus;Hesperodiaptomus.kenai;Hesperodiaptomus.nevadensis;Hesperodiaptomus.spp.;Heterocope.septentrionalis;Leptodiaptomus.ashlandi;Leptodiaptomus.minutus;Leptodiaptomus.nudus;Leptodiaptomus.pribilofensis;Leptodiaptomus.sicilis;Leptodiaptomus.siciloides;Leptodiaptomus.tyrelli;Limnocalanus.macrurus;Onychodiaptomus.hesperus;Onychodiaptomus.singuienus;Senecella.calanoides;Skistodiaptomus.oregonensis;Skistodiaptomus.pallidus;Skistodiaptomus.pygmaeus;Skistodiaptomus.reighardi;Skistodiaptomus.spp.;calanoid.copepodid;Acroperus.harpae;Alona.affinis;Alona.costata;Alona.guttata;Alona.intermedia;Alona.quadrangularis;Alona.spp.;Alonella.acutirostris;Alonella.nana;Bosmina.longirostris;Camptocercus.spp.;Ceriodaphnia.lacustris;Ceriodaphnia.quadrangula;Ceriodaphnia.spp.;Chydorus.sphaericus;Diaphanosoma.birgei;Diaphanosoma.brachyurum;Diaphanosoma.spp.;Dunhevedia.crassa;Eubosmina.coregoni;Eubosmina.longispina;Eubosmina.spp.;Eubosmina.tubicen;Eurycercus.spp.;Graptoleberis.testudinaria;Holopedium.glacialis;Ilyocryptus.spp.;Latona.spp.;Macrothrix.sp.;Moina.spp.;Picripleuroxus.denticulatus;Pleuroxus.procurvus;Polyphemus.pediculus;Scapholeberis.spp.;Sida.crystallina;Simocephalus.spp.;Leptodora Kindtii;ostracod;Bythotrephes 
07-037;0;0;0;0;0;0;0;0;0;0;0;0.886230198294007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.845947007462461;0;0;0.845947007462461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.7861264690776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.241699144989275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.1413539022647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7866384090293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.4779319352374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0616082210010104;0;0;0;0;0;0;0;0;0;0;0;0;0
07-046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.722519310754605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.22103386809269;0;0;0;0.0190136660724896;0;0;0;0;0;0;0;0;0.228163992869875;0;0;0.0570409982174688;0;0;0;0;0;0;0;0;0;0;0;0;0
07-047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0396509657653563;0;0;0;0;0;0;0;0;0;0;0;2.16209983135622;0;0;1.65760987070644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.594764486480345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.31746413570148;0;0;0;0.0925189201191647;0;0;1.28204789307985;0;0;0;0.0132169885884521;0;0.132169885884521;0;0;0.0132169885884521;0;0;0;0;0;0;0;0;0;0;0;0;0
07-049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.6656116992251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88.6718323693113;0;0;0;0;0;0;2.12812397686347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-052;0;0;0;0;0;0;2.61449738801655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.46104265800925;0;0;0.615175856003894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.6100873460988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.92072838004381;0;0;0;0;12.3035171200779;0;0;0;0;0;3.30657022602093;0;0;0.153793964000974;0;0;0;0;0;0;0;0;0;0;0;0;0
07-055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.0692004074357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99.1970651897124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.7668862999746;0;0;0;0;7.45042335115865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-222;0;0;0;0;0;0;0;0;0;0;0;0;0.266845987170045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.17288875267036;0;0;0;0;0;0;0;0;0;0.319602528000857;0;0;0;0;0;0;0;0;0;0;0;11.4524239200307;0;0;0;0;0;0;0;0;0;0;0.159801264000429;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0381208553100064;0;0;0;0;0;0;1.52483421240026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-223;0;0.0636618283677107;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0636618283677107;0;0;0;0;0;0;0;0;0;0;0;6.74815380697733;0;0;0;0;0;0;0;0;0;0.980392156862745;0;0;0;0;0;0;0;0;0;0;0;13.7254901960784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.7588489941431;0;0;0;0;0;0;3.43773873185638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-224;0;0;0;1.31533551837157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.63715222159244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.438445172790523;0;0;0;0;0;0;0;0;0;0;0;14.7818658255091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0626350246843605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.08080808080808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.3725490196078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.5068330362448;0;0;0;0;0;0;9.03149138443256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.88722522726547;0;0;0;0;0;0;0;0;0;0;0;2.16475834892215;0;0;0;0;0;0;0;0;11.133042937314;0;0;0;0;0;0;0;0;0;0;0;0;1.85550715621899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0555066243313373;0;0;0;0.0555066243313373;0;0;0;0;0;0;0.0555066243313373;0;1.11013248662675;0;0;0;4.55154319516966;0;0;0;0;5.88370217912175;0;0;0;0;0;0;0;0;0;0;0;0;0
07-228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.138372830515381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.10698264412305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.80525283917297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.02049962505093;0;0;0;0.0345932076288452;0;0.0172966038144226;0;0;0;0;0;0;0.172966038144226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-229;0;0;0;0;0;0;0;0;0;0;0;0.217125718686129;0;0;0;0;3.64288705795616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.139925463153283;0;0;0;0;0;0;0;0;0;0;0;6.15672037874445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.651377156058386;0;0;0;1.06150351357663;0.3377511179562;0;0.120625399270072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.078051728939458;0;0
07-230;0;0;0;22.2816399286987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.398982533158517;0;0;0;5.58575546421925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.644510245871451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1841457845347;0;0;0;0;0;0;0;0;0.1841457845347;0;0;0;0;0;0;0;0;0;0;0;0;0
07-231;0;0;0;2.17216516236124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.68866064944495;0;0;0;0;0;0;0;0;5.36634033583344;0.412795410448726;0;0;0;0;0;0;0;0;0;0;0;71.8264014180783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.54179988493713;0;0;0;0;0;3.55445208386384;0;0;4.14686076450782;0;0;0;0;0;0;0;0;0;0;0;0;0
07-232;0;0;0;0;0;0;0;0;0;0;0;0.878952404006869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.80113197542391;0;0;0.0144090558033913;0;0;0;0;0;0;0.345817339281391;0;0;0;0;0;0;0;0;0;0;0;3.1411741651393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0144090558033913;0;0;0;0;0.201726781247478;0;0;0;0.605180343742435;0;0;0;0;0;0;0;0;0;0;0;0;0
07-233;0;0;0;2.15357723722087;0;0;0;0;0;0;0;1.62012232524873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.73723869713174;0;0;0;0;0;0;0;0;0;0.0364608653378706;0;0;0;0;0;0;0;0;0;0;0;2.1694214876033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0364608653378706;0;0;0;0;0;0.236995624696159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-234;0;0;0;0;0;0;0;0;0;0;0;5.17830375779748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.80114913314695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.475303243469334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-235;0;0;0;0.288960987149135;0;0;0;0;0;0;0;0.502540847215887;0;0;0;0;0;0;0;0.24808266450247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.648427705101695;0;0;0;0;0;0;0;0;0;0;0;0.698306759340284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.992330658009879;0;0;0;0.360310536539301;0;0;0;0;0.0118134602144033;0;0;0;0;0;0;0;0;0.0413471107504116;0;0;0;0
07-236;0;0;6.59189295552932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.609334642948088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.332364350698957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0276970292249131;0.0276970292249131;0;0.110788116899652;0;0;0;0;0;0.941698993647045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.41600054656009;0;0;0;0;0;0;0;0;0;0;0;3.3383641705019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.8730332317133;0;0;0;0;0;0;0;0;0;0;0.976426729654852;0;0;0;0;0;0;0;0;0;0;0;0;0;3.49363692261827;0;0;0;0;0;0;3.26072779444372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0970454700727298;0;0
07-238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.404699424781711;0;0;0;0;0;0;0;0;0;19.5267472457176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.39538928239561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-239;0;0;0;0;0;0;16.0300971659998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.79770563746223;0;0;0;0;0;0;0;0;0;0;0;0;0.604909327018861;0;0;0;0;0;0;0;0;14.59343751433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.64647830570752;0;0;0;0;0.0756136658773576;0;0.151227331754715;0;0;0;1.13420498816036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0756136658773576;0
07-240;0.00566912054948885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0283456027474442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.93540489066566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0510220849453996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00566912054948885;0;0;0;1.21319179759061;0;0;0;0;0.0510220849453996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.124720652088755;0
07-241;0;0;0;0;0;0;0;0;0;0;0;2.22601325542503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.91732171984274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.345654232208854;0
07-242;0;0;0;0;0;0;0;0;0;0;0;5.20869504826724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.434057920688937;0;0;0;0;0;0;0;0;0;0.645273605309892;0;0;0;0;0;0;0;0;0;0;0;28.2629839125733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0868115841377873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-243;0;0;0;0;0;0;0;0;0;0;0;0;0.52242028861482;0;0;0;0;0;0;2.38820703366775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.77641406733549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.8667121752785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-244;0;0;0;0;0;0;0;0;0;0;0;0;0.947853889030362;0;0;0;0;0;0;0;0;0;0;0.221165907440418;0;0;0;1.54816135208292;0;0;0.442331814880836;0;0;0;0;0;0;0;0;0.789878240858635;0;0;0;0;0;0;0;0;0;37.9141555612145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.789878240858635;0;0;0;0;0;0;1.10582953720209;0;0;0;3.31748861160627;0;4.73926944515181;0;0;0.473926944515181;0;0;0;0;0;0;0;0;0;0;0.323024832828754;0;0
07-245;0;0;0;0;0;0;0;0;0;0;0;0.399730923983741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.711854449365899;0;0;1.10732914345807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.84365691470052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0244733218765556;0;0;0;0;0;0.187628801053593;0;0;1.59892369593496;0;0;0;0;0;0;0;0;0;0;0;0;0
07-246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.388280323656788;0;0;35.7217897764245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.6999598009587;0;0;0;11.3860581396653;0.108438648949193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.650631893695157;0
07-248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.87189152859356;0;0;0;0;0;0.155240933929459;0;0;0;0.155240933929459;0;0;0;0;0;0;0;0;4.34674615002485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.931445603576754;0;0;0;0;0;0;0.14610911428655;0;0;0;0.0365272785716374;0;0.273954589287281;0;0;0.347009146430555;0;0.0913181964290935;0;0;0;0;0;0;0;0;0;0;0
07-249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.39529751294458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;439.691027926323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-250;0;0;0;0;0;0;0;0;0;0;0;0;5.3831257661627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.07621516650244;0;0;3.58738388834149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.06465080746886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.26517668378133;0;0;0;0.079947412368753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.179341660853677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6897467784973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-252;0;0;0;0;0;0;0.601359108592133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.71740396856991;0;0;1.03344676439537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.61268501352657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.634767947958362;0;0;0;0.768403305423281;0;0;0.601359108592133;0;0;0;0;0;0.0668176787324592;0;0;0.100226518098689;0;0;0;0;0;0;0;0;0;0;0;0;0
08-097;0;0;0;0;0;0;0;0;0;0;0;0;12.0048019207683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.6486230855979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.72836407290189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.6410200443814;0;0;18.5528756957328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.181890938193459;0.181890938193459;0
08-118;0;0;0;0;0;0;17.5155137407418;0;0;0;0;0;257.728273613772;0;0;0;159.154570919277;0;0;0;0;0;0;0;0;0;0;39.3205410506448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.8739645590857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.936203358348687;5.61722015009212;0;71.1514552345002;0;0;193.794095178178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00979412744118626;0.72015642949899;0
08-120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0935033104150752;0;0;0;0;0;0;0;0;0;0;0;0.202922077922078;0;0;2.18141233766233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.245446189839572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.61809269162211;0;0;0;0.490892379679145;0;0;0.0935033104150752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0116879138018844;0
08-134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.0701128936423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.5787284610814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120.023767082591;0;0;0;14.2602495543672;37.4331550802139;3.5650623885918;0;0;0;0;0;0;0;0;0;0;0;0;0.5941770647653;0;0;0;0;0;0;0;0;0.5941770647653;0
08-135;0;0;0;0;0;0;0;0;0;0;0;3.12158240546987;105.687861442337;0;0;0;0;0;0;0;0;1.93240815576706;0;0;0;0;0;3.22068025961177;0;0;0.644136051922352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.81068756004817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.78376137455421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08-138;0.16116918574104;0;0;0;0;0;3.14524107930998;0;0;0;0;0;5.12811045539672;0;0;0;0;0;0;0;0;0.21539199706787;0;0;0;0;0;8.93876787831661;0;0;14.0004798094116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6116918574104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.343076547842;0;0;0;0.376061433395759;2.20264553846088;0;0.429784495309439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10744612382736;0;0
08-143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71.6577540106952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.8163992869875;0;0;0;1.06951871657754;0.71301247771836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08-144;0;0;0;0;0;0;2.00112512537482;0;0;0;0;0.0693459201862563;0;0;0;0;0.0198131200532161;0;0;0;0;0;0;0;0;0;0;0.951029762554372;0;0;0.158504960425729;0;0;0;0;0;0;0.100335672064363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.682282570037672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.297196800798241;0;0;0;0;0;0;0.0891590402394724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08-145;0;0;0;0;0;0;0;0;0;0;0;5.93248663101603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.194964349376114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.56238859180035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.473484848484848;0;0;0;0;0;0;0;0;0;0;0.0557040998217468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08-147;0;0;0;0;0;0;22.596090777909;0;0;0;0;0;0.613468527907032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.97795998564716;0;0;4.50835465040012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.25937758023321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.32918181046524;0;0;0;0;0;0;0;0;0.102244754651172;0;0;0;0;0;0;0;0;0;0;0;0.204489509302343;0
08-151;0;0;0;0;0;0;0.194498596033123;0;0;0;0;0;1.29665730688748;0;0;0;1.06110467073034;0;0;0;0;5.30552335365169;0;0;0;0;0;4.77497101828653;0;0;0.530552335365169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.602338837632955;0;0;0;0;0;0.752923547041192;0;0;0;0.752923547041192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.359934183463595;0;0;0;0;0;0;0.719868366927191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08-153;0;0;13.5933161143245;0;0;0;0;0;0;0;0;0;26.9004571525579;0;0;0;0;0;0;0;0;26.6314525810324;0;0;0;0;0;11.8991596638655;0;0;3.96638655462184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.4566796415536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.858525228273126;0;0;0;1.57396291850073;0.143087538045521;0;3.4341009130925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08-154;0;0;2.29169417973972;0;0;0;0;0;0;0;0;0;0.307422389965084;0;0;0;0;0;0;0;0;0.506903482546864;0;0;0;0;0;1.42854617808662;0;0;1.9968925070028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.84152122387416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.29282482223659;0;0;0;0;0;0.808015513897866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08-155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.4992066756773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.220367867426691;0;0;0;0;0;0;0;0;0;1.68948698360463;0;1.83639889522242;0;0;2.4975024975025;0;1.32220720456015;0;0;0;0;0;0;0;0;0.220367867426691;0;0;0;0;0;0;0;0;0;0;0;0;0
