Lake_ID;Ergasilus.spp.;harpacticoid;Daphnia.ambigua;Daphnia.catawba;Daphnia.dentifera;Daphnia.dubia;Daphnia.galeata.mendotae;Daphnia.longiremis;Daphnia.magna;Daphnia.middendorffiana;Daphnia.parvula;Daphnia.pulicaria;Daphnia.retrocurva;Daphnia.similis;Daphnia.thorata;Daphnia.spp.;Acanthocyclops.robustus;Acanthocyclops.sp.;Cyclops.columbianus;Cyclops.scutifer;Diacyclops.navus;Diacyclops.thomasi;Eucyclops.elegans;Eucyclops.pectinifer;Eucyclops.spp.;Macrocyclops.albidus;Mesocyclops.americanus;Mesocyclops.edax;Microcyclops.spp.;Orthocyclops.modestus;Tropocyclops.prasinus;cyclopoid.copepodid;Acanthodiaptomus.denticornis;Aglaodiaptomus.clavipes;Aglaodiaptomus.forbesi;Aglaodiaptomus.leptopus;Aglaodiaptomus.spatulocrenatus;Epischura.lacustris;Epischura.nevadensis;Epischura.nordenskioldi;Epischura.spp.;Hesperodiaptomus.arcticus;Hesperodiaptomus.eiseni;Hesperodiaptomus.franciscanus;Hesperodiaptomus.kenai;Hesperodiaptomus.nevadensis;Hesperodiaptomus.spp.;Heterocope.septentrionalis;Leptodiaptomus.ashlandi;Leptodiaptomus.minutus;Leptodiaptomus.nudus;Leptodiaptomus.pribilofensis;Leptodiaptomus.sicilis;Leptodiaptomus.siciloides;Leptodiaptomus.tyrelli;Limnocalanus.macrurus;Onychodiaptomus.hesperus;Onychodiaptomus.singuienus;Senecella.calanoides;Skistodiaptomus.oregonensis;Skistodiaptomus.pallidus;Skistodiaptomus.pygmaeus;Skistodiaptomus.reighardi;Skistodiaptomus.spp.;calanoid.copepodid;Acroperus.harpae;Alona.affinis;Alona.costata;Alona.guttata;Alona.intermedia;Alona.quadrangularis;Alona.spp.;Alonella.acutirostris;Alonella.nana;Bosmina.longirostris;Camptocercus.spp.;Ceriodaphnia.lacustris;Ceriodaphnia.quadrangula;Ceriodaphnia.spp.;Chydorus.sphaericus;Diaphanosoma.birgei;Diaphanosoma.brachyurum;Diaphanosoma.spp.;Dunhevedia.crassa;Eubosmina.coregoni;Eubosmina.longispina;Eubosmina.spp.;Eubosmina.tubicen;Eurycercus.spp.;Graptoleberis.testudinaria;Holopedium.glacialis;Ilyocryptus.spp.;Latona.spp.;Macrothrix.sp.;Moina.spp.;Picripleuroxus.denticulatus;Pleuroxus.procurvus;Polyphemus.pediculus;Scapholeberis.spp.;Sida.crystallina;Simocephalus.spp.;Leptodora Kindtii;ostracod;Bythotrephes 
10-349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.757910819830324;0;0;0;0;0;1.02998137053865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.65351882379746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0971680538244005;0;0;4.04219103909506;0;0;0;0;0;0.0194336107648801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-350;0;0;0;0;0;0;0;0;0;0;0;19.6927255750785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.27663005885784;0;0;0;0;0;196.72498270746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-351;0;0;0;0;0;0;0;0;0;0;0;3.81970970206264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.46250653371396;0;0;0;0;0;0;39.1781593019983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.201037352740139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-352;0;0;0;0;0;0;0;0;0;0;0;24.9554367201426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268.568033273916;0;0;2.3767082590612;0;0;0;0;0;0;0;0;0;0;1.1883541295306;0;0;0;0;0;0;60.6060606060606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3767082590612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.4443371754296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.53328184420621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75.5546974034368;0;0;0;17.7553538898076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-354;0;0;0;0;0;0;0;0;0;0;0;35.367682426506;0;0;0;0;50.9294626941686;0;0;0;0;254.647313470843;0;0;0;0;0;16.9764875647229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217.864923747277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.90295107942168;0;0;0;0;0;0;7.0735364853012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.1507687714584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.6297954918644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0746380056724884;0;0;0;0;16.2710852366025;0;9.47902672040603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.447828034034931;0
10-356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.669892199304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106.845768610475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.1980307274425;0.224938460232578;43.4131228248876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-357;0;0;0;0;0;0;0;0;0;0;0;8.33810797046091;1.92417876241406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.64833206009676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.4764451235039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0827603768780239;0;0;0;0.496562261268143;1.98624904507257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-358;0;0;0;0;0;0;59.3419185856161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.757589160066;0;0;0;0;0;19.2323340819581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.9892866237404;0;0;0;0;0;38.9678598712212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40.3525046382189;0;0;0;13.9783186001673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.833666800053355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.17033480058691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195.078031212485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.833666800053355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.345047109753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.7746371275783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227.591036414566;0;0;0;0.795772854596384;0.795772854596384;0;0.795772854596384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.724233678779133;0;0;0;0;0;0;0;0;0;0;0;6.5181031090122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.79616254215185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.60560018314029;0;0;0;6.00687933575634;0.0426019811046549;0;0.0426019811046549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-362;0;0;0;0;0;0;0;0;0;0;0;51.0220617172487;0;0;0;0;0;0;0;0;0;10.7414866773155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;295.390883626177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.9659467092621;0;154.408870986411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-364;0;0;0;0;0;0;0;0;0;0;0;81.9712354638826;0;0;0;0;0;0;0;2.80509931245226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.7587952794755;0;0;0;0;0;0;43.3037206359817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-365;0;0;0;0;0;0;0;0;0;0;0;124.973066149537;0;0;0;0;0;0;0;0;0;95.4339777869189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75.5518990813108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.84029695794402;0;0.568059391588803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.848824378236144;0;0;0;0;0;0;0;0;0;0;0;16.4459723283253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.742721330956626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.212206094559036;0.53051523639759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-387;0;0;0;0;0;0;0;0;0;0;0;9.96446009233737;0;0;0;0;0;0;0;0;0;40.9650026018314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.64297339489158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.6790558120482;0;0;0;0;249.111502308434;0;1.10716223248193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-388;0;0;0;0;0;0;0;0;0;0;0;62.6007978949156;0;0;0;0;0;0;0;0;0;113.72478284243;0;0;0;0;0;0;0;0;0;0;9.62197449125552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76.9757959300445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.1733865263277;0;0;0;3.65171321053674;17.2152194211018;98.074583368701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-389;0;0;0;0;0;0;0;0;0;0;0;0.776674306086072;0;0;0;0;0;0;0;0;60.8394873100756;0;0;0;0;0;0;0;0;0;0;0;20.3130203130204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.6985236985237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.66004583651643;0;31.843646549529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-390;0;0;0;0;0;0;5.45672814580378;0;0;0;0;0;0;0;0;0;216.242341092281;0;0;0;0;0;0;159.33646185747;0;0;0;22.7623516939243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.2836407290189;0;0;0;0;0;0;0;0;0;0;0;0;0;1244.13401724326;76.3941940412529;0;447.45170795591;0;0;0;0;0;0;0;0;0;0;0;0;0;32.7403688748227;0;0;0;0;0;0;4.03797882789479;0
10-398;0;0;0;0;0;0;0;0;0;0;0;23.1729055258467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142.602495543672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.365466051740561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.2558649290675;0;0;0;0;0;0;92.9220863861384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-400;0;0;0;0;0;0;10.2654698242934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143.716577540107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.8121551650963;4.56243103301926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;732.270180799592;0;0;0;47.9055258467023;71.8582887700534;526.960784313725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-401;0;0;0;0;0;0;0;0;0;0;0;51.7378668639173;0;0;0;0;10.6709350406829;0;0;0;0;0;0;0;0;0;0;0;10.6709350406829;0;0;0;23.4677657646844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.83231655780675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.82051002219069;0;0;0;0;0;0;0;0;0;30.1804223372851;7.76068002958759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.1942959001783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.22816399286988;0;0;0;0;0;0;0;0;0;0;0;0;0;8.93482675747823;0;0;0;0;0;0;889.015262369084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.22816399286988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.68449197860964;0;0;0;0;0;0;0;0;0
10-404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.287295614093;0;0;0;0;48.6895094738233;0;0;0;0;0;4.0574591228186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.5627493421611;0;0;0;0;0;9.78137467108056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140.199703618821;0;0;0;0;49.5589650001415;0;104.986754802931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1734.14820473644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.63941940412529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137.509549274255;0;0;0;0;0;0;0;0;0
10-407;0;0;0;0;0;0;0;0;0;0;0;11.8691544414376;0;0;0;0;0;0;0;0;0;2.58963369631366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.377654914045741;0;0;0;0;0;0;0;0;0;2.42778159029405;0;0;0;0;0.107901404013069;0;0;0.161852106019603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-412;0;0;0;0;0;0;0;0;0;0;0;35.3853662677192;0;0;0;0;0;0;0;0;0;6.92322383498854;0;0;0;0;0;13.8464476699771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156.15715983363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129.233511586453;0;0;0;0;19.2311773194126;1.53849418555301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102.670301632239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.339087636351;0;0;0;0;0;47.2243669790068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.24273880675265;0;0;0;0;0;56.359442172591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-415;0;0;0;0;0;0;0;0;0;0;0;4.07435701553349;0;0;0;0;0;0;0;0;0;51.4953456129926;0;0;0;0;0;1.47129558894265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.6974062352214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-416;0;0;0;0;0;0;0;0;0;0;0;10.6951871657754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.16730328495036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;485.867074102369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.7509549274255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00707353648530119;0
10-417;0;0;0;0;0;0;0;0;0;0;0;106.042416966787;0;50.0200080032013;0;0;22.2946321385696;0;0;0;0;3.71577202309496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236.55295451514;217.628718153927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;434.173669467787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0016006402561;0
10-422;0;0;0;0;0;0;0;0;100.797894915542;0;0;106.103047279518;0;0;0;0;105.675212411456;0;0;0;0;549.511104539569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.6103047279518;18.5680332739156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.68289133835352;0;0;0;49.2066661375294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;672.491103879568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80.4867401506056;0;0;32.1946960602422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-434;0;0;0;0;0;0;0;0;0;0;0;23.8731856378915;0;0;0;0;23.9527629233512;0;0;0;0;17.1091163738222;0;0;0;0;0;0;0;0;0;0;0;0;0;8.94875288447149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135.722752081151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.0985485103132;0;0;0;0.95492742551566;0;35.8097784568373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.3239568554694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.0913274400669;0;0;0;0;0;0;0;0;0
10-436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.865402979373568;0;0;0;0;0;8.09044945840288;0;0;0;0;0;8.7127917244339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.1638257575758;0;0;0;0;0;0;0;0;0.0721169149477973;0;0;0;0;0;4.39913181181564;0;0;0;0.0721169149477973;0;3.53372883244207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0721169149477973;0
10-437;0;0;0;0;0;0;0;0;0;0;0;63.2227812755196;0;0;0;0;17.2874792550249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.9231579779247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105.206659466294;13.8299834040199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-438;0;0;0;0;0;0;0;0;0;0;0;91.1521633446765;0;0;0;0;43.7530384054447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248.273055137873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196.549501984149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.64608653378706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-439;0;0;0;0;0;0;0;0;0;0;0;170.359052711994;0;0;0;0;0;0;0;0;0;189.457601222307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124.522536287242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169.595110771581;0;0;0;0;7.63941940412528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-440;0;0;0;0;0;0;0;0;0;0;0;0;0;18.8721953427836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.5366146458584;0;0;0;0;0;0;44.3877551020409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.205132558073735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.164106046458988;0
10-441;0;0;0;0;0;0;0;0;1.27005347593583;0;0;8.52750190985487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.4304812834225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.0932009167304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.181436210847976;0;0;0;0;0;0;0;0;0;3.8101604278075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-442;0;0;0;0;0;0;0;0;0;0;0;6.71433346065698;0;68.262390183346;0;0;36.9288340336134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117.500835561497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.559527788388082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.19589323332639;0;0;0;0;0;0;0;0;0;0;0;65.4559344398917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146.856263166424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95.246776396509;0;0;0;0;0;36.084681806607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-444;0;0;0;0;0;0;10.4377233237886;0;0;0;0;0;0;0;0;0;1.85559525756242;0;0;0;0;89.532471177387;0;0;0;0;0;6.03068458707788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.7310419051397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.15974703597651;0;22.7310419051397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.237955240060181;0.231949407195303;0
10-445;0;0;0;0;0;0;0;0;0;0;0;239.117685641749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.9482011353669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.32748158951366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78.8806492906314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.46502029033223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;672.950539260699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;507.794179808439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.217199179136896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.7607064216061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.47228588405058;0;0;0;0;0;140.232860821096;0;0;0;0;0;140.232860821096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459.532297767591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353.818294994765;0;0;0;0;2.15742862801686;144.54771807713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.9578983108395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280.260589084119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9921059332824;0;0;0;0;0;0;0;0;0;0;73.8052796876326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
